season,date,team1,team2,toss_winner,toss_decision,winner,venue
2022,4/16/2022,Oman,Papua New Guinea,Oman,bat,Oman,Dubai International Cricket Stadium
2022,4/15/2022,Oman,Scotland,Oman,bat,Scotland,Dubai International Cricket Stadium
2022,4/13/2022,Scotland,Papua New Guinea,Scotland,bat,Scotland,Dubai International Cricket Stadium
2022,4/12/2022,Papua New Guinea,Oman,Papua New Guinea,bat,Oman,Dubai International Cricket Stadium
2022,4/10/2022,Scotland,Oman,Scotland,bat,Scotland,Dubai International Cricket Stadium
2022,4/9/2022,Scotland,Papua New Guinea,Papua New Guinea,field,Scotland,Dubai International Cricket Stadium
2021/22,4/4/2022,New Zealand,Netherlands,New Zealand,bat,New Zealand,"Seddon Park, Hamilton"
2021/22,4/2/2022,New Zealand,Netherlands,Netherlands,field,New Zealand,"Seddon Park, Hamilton"
2021/22,4/2/2022,Australia,Pakistan,Pakistan,field,Pakistan,"Gaddafi Stadium, Lahore"
2021/22,3/31/2022,Australia,Pakistan,Pakistan,field,Pakistan,"Gaddafi Stadium, Lahore"
2021/22,3/29/2022,Netherlands,New Zealand,Netherlands,bat,New Zealand,"Bay Oval, Mount Maunganui"
2021/22,3/29/2022,Australia,Pakistan,Pakistan,field,Australia,"Gaddafi Stadium, Lahore"
2021/22,3/26/2022,Nepal,Papua New Guinea,Nepal,bat,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur"
2021/22,3/25/2022,Papua New Guinea,Nepal,Nepal,field,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur"
2021/22,3/23/2022,South Africa,Bangladesh,South Africa,bat,Bangladesh,"SuperSport Park, Centurion"
2021/22,3/22/2022,Papua New Guinea,Nepal,Nepal,field,Nepal,Dubai International Cricket Stadium
2021/22,3/21/2022,United Arab Emirates,Nepal,Nepal,field,United Arab Emirates,Dubai International Cricket Stadium
2021/22,3/20/2022,Bangladesh,South Africa,Bangladesh,bat,South Africa,"The Wanderers Stadium, Johannesburg"
2021/22,3/19/2022,United Arab Emirates,Papua New Guinea,United Arab Emirates,bat,Papua New Guinea,Dubai International Cricket Stadium
2021/22,3/18/2022,Bangladesh,South Africa,South Africa,field,Bangladesh,"SuperSport Park, Centurion"
2021/22,3/18/2022,United Arab Emirates,Nepal,United Arab Emirates,bat,United Arab Emirates,Dubai International Cricket Stadium
2021/22,3/16/2022,Papua New Guinea,Nepal,Papua New Guinea,bat,Nepal,Sharjah Cricket Stadium
2021/22,3/15/2022,Papua New Guinea,United Arab Emirates,Papua New Guinea,bat,United Arab Emirates,Sharjah Cricket Stadium
2021/22,3/14/2022,Oman,Namibia,Oman,bat,Namibia,Dubai International Cricket Stadium
2021/22,3/12/2022,United Arab Emirates,Namibia,Namibia,field,United Arab Emirates,Sharjah Cricket Stadium
2021/22,3/11/2022,Namibia,Oman,Namibia,bat,Oman,Sharjah Cricket Stadium
2021/22,3/9/2022,Oman,United Arab Emirates,Oman,bat,Oman,"ICC Academy, Dubai"
2021/22,3/8/2022,Namibia,United Arab Emirates,United Arab Emirates,field,United Arab Emirates,"ICC Academy, Dubai"
2021/22,3/6/2022,Namibia,Oman,Namibia,bat,Namibia,"ICC Academy, Dubai"
2021/22,3/5/2022,Oman,United Arab Emirates,United Arab Emirates,field,Oman,"ICC Academy, Dubai"
2021/22,2/28/2022,Bangladesh,Afghanistan,Bangladesh,bat,Afghanistan,"Zahur Ahmed Chowdhury Stadium, Chattogram"
2021/22,2/25/2022,Bangladesh,Afghanistan,Bangladesh,bat,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram"
2021/22,2/23/2022,Afghanistan,Bangladesh,Afghanistan,bat,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram"
2021/22,2/11/2022,India,West Indies,India,bat,India,"Narendra Modi Stadium, Ahmedabad"
2021/22,2/9/2022,India,West Indies,West Indies,field,India,"Narendra Modi Stadium, Ahmedabad"
2021/22,2/8/2022,Oman,United Arab Emirates,United Arab Emirates,field,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021/22,2/6/2022,Oman,United Arab Emirates,United Arab Emirates,field,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021/22,2/6/2022,West Indies,India,India,field,India,"Narendra Modi Stadium, Ahmedabad"
2021/22,2/5/2022,Oman,United Arab Emirates,United Arab Emirates,field,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021/22,1/25/2022,Afghanistan,Netherlands,Afghanistan,bat,Afghanistan,"West End Park International Cricket Stadium, Doha"
2021/22,1/23/2022,South Africa,India,India,field,South Africa,"Newlands, Cape Town"
2021/22,1/23/2022,Afghanistan,Netherlands,Afghanistan,bat,Afghanistan,"West End Park International Cricket Stadium, Doha"
2021/22,1/21/2022,Afghanistan,Netherlands,Netherlands,field,Afghanistan,"West End Park International Cricket Stadium, Doha"
2021/22,1/21/2022,Sri Lanka,Zimbabwe,Sri Lanka,bat,Sri Lanka,Pallekele International Cricket Stadium
2021/22,1/21/2022,India,South Africa,India,bat,South Africa,"Boland Park, Paarl"
2021/22,1/19/2022,South Africa,India,South Africa,bat,South Africa,"Boland Park, Paarl"
2021/22,1/18/2022,Zimbabwe,Sri Lanka,Zimbabwe,bat,Zimbabwe,Pallekele International Cricket Stadium
2021/22,1/16/2022,Zimbabwe,Sri Lanka,Zimbabwe,bat,Sri Lanka,Pallekele International Cricket Stadium
2021/22,1/16/2022,West Indies,Ireland,Ireland,field,Ireland,"Sabina Park, Kingston, Jamaica"
2021/22,1/13/2022,West Indies,Ireland,Ireland,field,Ireland,"Sabina Park, Kingston, Jamaica"
2021/22,1/8/2022,West Indies,Ireland,Ireland,field,West Indies,"Sabina Park, Kingston, Jamaica"
2021/22,11/26/2021,Namibia,Oman,Oman,field,Namibia,"Wanderers Cricket Ground, Windhoek"
2021/22,11/26/2021,South Africa,Netherlands,Netherlands,field,,"SuperSport Park, Centurion"
2021,10/2/2021,Scotland,Oman,Scotland,bat,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,10/1/2021,Papua New Guinea,Oman,Papua New Guinea,bat,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/29/2021,Papua New Guinea,Scotland,Papua New Guinea,bat,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/28/2021,Scotland,Oman,Scotland,bat,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)
2021,9/26/2021,Oman,Papua New Guinea,Papua New Guinea,field,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)
2021,9/25/2021,Papua New Guinea,Scotland,Scotland,field,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)
2021,9/20/2021,Oman,United States of America,United States of America,field,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/19/2021,Oman,Nepal,Nepal,field,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/17/2021,Nepal,United States of America,United States of America,field,United States of America,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/16/2021,United States of America,Oman,Oman,field,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/14/2021,Nepal,Oman,Nepal,bat,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/13/2021,Zimbabwe,Ireland,Ireland,field,Ireland,"Civil Service Cricket Club, Stormont, Belfast"
2021,9/13/2021,United States of America,Nepal,United States of America,bat,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/10/2021,Nepal,Papua New Guinea,Nepal,bat,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/10/2021,Ireland,Zimbabwe,Zimbabwe,field,,"Civil Service Cricket Club, Stormont, Belfast"
2021,9/9/2021,United States of America,Papua New Guinea,Papua New Guinea,field,United States of America,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)
2021,9/8/2021,Zimbabwe,Ireland,Ireland,field,Zimbabwe,"Civil Service Cricket Club, Stormont, Belfast"
2021,9/7/2021,Sri Lanka,South Africa,Sri Lanka,bat,Sri Lanka,"R Premadasa Stadium, Colombo"
2021,9/7/2021,Papua New Guinea,Nepal,Papua New Guinea,bat,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2021,9/6/2021,Papua New Guinea,United States of America,Papua New Guinea,bat,United States of America,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)
2021,9/4/2021,South Africa,Sri Lanka,South Africa,bat,South Africa,"R Premadasa Stadium, Colombo"
2021,9/2/2021,Sri Lanka,South Africa,Sri Lanka,bat,Sri Lanka,"R Premadasa Stadium, Colombo"
2021,7/26/2021,West Indies,Australia,West Indies,bat,Australia,"Kensington Oval, Bridgetown, Barbados"
2021,7/24/2021,Australia,West Indies,Australia,bat,West Indies,"Kensington Oval, Bridgetown, Barbados"
2021,7/23/2021,India,Sri Lanka,India,bat,Sri Lanka,"R Premadasa Stadium, Colombo"
2021,7/20/2021,Zimbabwe,Bangladesh,Bangladesh,field,Bangladesh,Harare Sports Club
2021,7/20/2021,Australia,West Indies,Australia,bat,Australia,"Kensington Oval, Bridgetown, Barbados"
2021,7/20/2021,Sri Lanka,India,Sri Lanka,bat,India,"R Premadasa Stadium, Colombo"
2021,7/18/2021,Sri Lanka,India,Sri Lanka,bat,India,"R Premadasa Stadium, Colombo"
2021,7/18/2021,Zimbabwe,Bangladesh,Zimbabwe,bat,Bangladesh,Harare Sports Club
2021,7/16/2021,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Harare Sports Club
2021,7/16/2021,South Africa,Ireland,South Africa,bat,South Africa,"The Village, Malahide, Dublin"
2021,7/13/2021,Ireland,South Africa,South Africa,field,Ireland,"The Village, Malahide, Dublin"
2021,7/13/2021,Pakistan,England,England,field,England,"Edgbaston, Birmingham"
2021,7/11/2021,Ireland,South Africa,South Africa,field,,"The Village, Malahide, Dublin"
2021,7/10/2021,England,Pakistan,Pakistan,field,England,"Lord's, London"
2021,7/8/2021,Pakistan,England,England,field,England,"Sophia Gardens, Cardiff"
2021,7/4/2021,Sri Lanka,England,England,field,,"County Ground, Bristol"
2021,7/1/2021,Sri Lanka,England,England,field,England,"Kennington Oval, London"
2021,6/29/2021,Sri Lanka,England,England,field,England,"Riverside Ground, Chester-le-Street"
2021,6/7/2021,Ireland,Netherlands,Ireland,bat,Netherlands,"Sportpark Maarschalkerweerd, Utrecht"
2021,6/4/2021,Netherlands,Ireland,Netherlands,bat,Ireland,"Sportpark Maarschalkerweerd, Utrecht"
2021,6/2/2021,Netherlands,Ireland,Netherlands,bat,Netherlands,"Sportpark Maarschalkerweerd, Utrecht"
2021,5/28/2021,Sri Lanka,Bangladesh,Sri Lanka,bat,Sri Lanka,"Shere Bangla National Stadium, Mirpur"
2021,5/25/2021,Bangladesh,Sri Lanka,Bangladesh,bat,Bangladesh,Sher-e-Bangla National Cricket Stadium
2021,5/23/2021,Bangladesh,Sri Lanka,Bangladesh,bat,Bangladesh,"Shere Bangla National Stadium, Mirpur"
2021,5/20/2021,Netherlands,Scotland,Netherlands,bat,Scotland,"Hazelaarweg, Rotterdam"
2021,5/19/2021,Netherlands,Scotland,Netherlands,bat,Netherlands,"Hazelaarweg, Rotterdam"
2021,4/7/2021,Pakistan,South Africa,South Africa,field,Pakistan,"SuperSport Park, Centurion"
2021,4/4/2021,South Africa,Pakistan,Pakistan,field,South Africa,The Wanderers Stadium
2021,4/2/2021,South Africa,Pakistan,Pakistan,field,Pakistan,"SuperSport Park, Centurion"
2020/21,3/28/2021,India,England,England,field,India,Maharashtra Cricket Association Stadium
2020/21,3/26/2021,New Zealand,Bangladesh,New Zealand,bat,New Zealand,Basin Reserve
2020/21,3/26/2021,India,England,England,field,England,Maharashtra Cricket Association Stadium
2020/21,3/23/2021,India,England,England,field,India,Maharashtra Cricket Association Stadium
2020/21,3/23/2021,Bangladesh,New Zealand,New Zealand,field,New Zealand,Hagley Oval
2020/21,3/20/2021,Bangladesh,New Zealand,New Zealand,field,New Zealand,University Oval
2020/21,3/14/2021,West Indies,Sri Lanka,West Indies,field,West Indies,Sir Vivian Richards Stadium
2020/21,3/12/2021,West Indies,Sri Lanka,West Indies,field,West Indies,Sir Vivian Richards Stadium
2020/21,3/10/2021,West Indies,Sri Lanka,Sri Lanka,bat,West Indies,Sir Vivian Richards Stadium
2020/21,1/26/2021,Afghanistan,Ireland,Ireland,field,Afghanistan,Sheikh Zayed Stadium
2020/21,1/25/2021,Bangladesh,West Indies,West Indies,field,Bangladesh,Zahur Ahmed Chowdhury Stadium
2020/21,1/24/2021,Ireland,Afghanistan,Ireland,bat,Afghanistan,Sheikh Zayed Stadium
2020/21,1/22/2021,West Indies,Bangladesh,West Indies,bat,Bangladesh,Shere Bangla National Stadium
2020/21,1/21/2021,Afghanistan,Ireland,Afghanistan,bat,Afghanistan,Sheikh Zayed Stadium
2020/21,1/20/2021,West Indies,Bangladesh,Bangladesh,field,Bangladesh,Shere Bangla National Stadium
2020/21,1/18/2021,Ireland,United Arab Emirates,United Arab Emirates,field,Ireland,Sheikh Zayed Stadium
2020/21,1/8/2021,Ireland,United Arab Emirates,Ireland,bat,United Arab Emirates,Sheikh Zayed Stadium
2020/21,12/2/2020,India,Australia,India,bat,India,Manuka Oval
2020/21,11/29/2020,Australia,India,Australia,bat,Australia,Sydney Cricket Ground
2020/21,11/27/2020,Australia,India,Australia,bat,Australia,Sydney Cricket Ground
2020/21,11/3/2020,Zimbabwe,Pakistan,Zimbabwe,bat,,Rawalpindi Cricket Stadium
2020/21,11/1/2020,Zimbabwe,Pakistan,Zimbabwe,bat,Pakistan,Rawalpindi Cricket Stadium
2020/21,10/30/2020,Pakistan,Zimbabwe,Pakistan,bat,Pakistan,Rawalpindi Cricket Stadium
2020,9/16/2020,England,Australia,England,bat,Australia,Old Trafford
2020,9/13/2020,England,Australia,England,bat,England,Old Trafford
2020,9/11/2020,Australia,England,England,field,Australia,Old Trafford
2020,8/4/2020,England,Ireland,Ireland,field,Ireland,The Rose Bowl
2020,8/1/2020,Ireland,England,Ireland,bat,England,The Rose Bowl
2020,7/30/2020,Ireland,England,England,field,England,The Rose Bowl
2019/20,3/13/2020,Australia,New Zealand,Australia,bat,Australia,Sydney Cricket Ground
2019/20,3/7/2020,South Africa,Australia,South Africa,field,South Africa,Senwes Park
2019/20,3/6/2020,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Sylhet International Cricket Stadium
2019/20,3/4/2020,South Africa,Australia,Australia,bat,South Africa,Mangaung Oval
2019/20,3/3/2020,Bangladesh,Zimbabwe,Bangladesh,bat,Bangladesh,Sylhet International Cricket Stadium
2019/20,3/1/2020,Sri Lanka,West Indies,Sri Lanka,bat,Sri Lanka,Pallekele International Cricket Stadium
2019/20,3/1/2020,Bangladesh,Zimbabwe,Bangladesh,bat,Bangladesh,Sylhet International Cricket Stadium
2019/20,2/29/2020,South Africa,Australia,South Africa,bat,South Africa,Boland Park
2019/20,2/26/2020,Sri Lanka,West Indies,West Indies,field,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
2019/20,2/22/2020,Sri Lanka,West Indies,Sri Lanka,field,Sri Lanka,Sinhalese Sports Club Ground
2019/20,2/12/2020,Nepal,United States of America,Nepal,field,Nepal,Tribhuvan University International Cricket Ground
2019/20,2/11/2020,New Zealand,India,New Zealand,field,New Zealand,Bay Oval
2019/20,2/11/2020,Oman,United States of America,United States of America,field,Oman,Tribhuvan University International Cricket Ground
2019/20,2/9/2020,South Africa,England,England,field,England,The Wanderers Stadium
2019/20,2/9/2020,Nepal,Oman,Oman,field,Oman,Tribhuvan University International Cricket Ground
2019/20,2/8/2020,Nepal,United States of America,United States of America,field,Nepal,Tribhuvan University International Cricket Ground
2019/20,2/8/2020,New Zealand,India,India,field,New Zealand,Eden Park
2019/20,2/7/2020,South Africa,England,England,field,,Kingsmead
2019/20,2/6/2020,Oman,United States of America,Oman,field,Oman,Tribhuvan University International Cricket Ground
2019/20,2/5/2020,New Zealand,India,New Zealand,field,New Zealand,Seddon Park
2019/20,2/5/2020,Nepal,Oman,Nepal,field,Oman,Tribhuvan University International Cricket Ground
2019/20,2/4/2020,South Africa,England,South Africa,field,South Africa,Newlands
2019/20,1/19/2020,India,Australia,Australia,bat,India,M.Chinnaswamy Stadium
2019/20,1/17/2020,India,Australia,Australia,field,India,Saurashtra Cricket Association Stadium
2019/20,1/14/2020,India,Australia,Australia,field,Australia,Wankhede Stadium
2019/20,1/12/2020,West Indies,Ireland,West Indies,field,West Indies,"National Cricket Stadium, Grenada"
2019/20,1/9/2020,West Indies,Ireland,Ireland,bat,West Indies,"Kensington Oval, Barbados"
2019/20,1/9/2020,Namibia,United Arab Emirates,Namibia,bat,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2019/20,1/8/2020,Oman,Namibia,Namibia,bat,Namibia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2019/20,1/7/2020,West Indies,Ireland,Ireland,bat,West Indies,"Kensington Oval, Barbados"
2019/20,1/6/2020,Namibia,United Arab Emirates,Namibia,field,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2019/20,1/5/2020,Oman,United Arab Emirates,Oman,field,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
2019/20,12/22/2019,India,West Indies,India,field,India,Barabati Stadium
2019/20,12/18/2019,India,West Indies,West Indies,field,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2019/20,12/15/2019,United Arab Emirates,Scotland,United Arab Emirates,field,United Arab Emirates,ICC Academy
2019/20,12/15/2019,India,West Indies,West Indies,field,West Indies,"MA Chidambaram Stadium, Chepauk"
2019/20,12/14/2019,Scotland,United States of America,Scotland,field,Scotland,ICC Academy
2019/20,12/12/2019,United Arab Emirates,United States of America,United Arab Emirates,field,United States of America,ICC Academy
2019/20,12/9/2019,Scotland,United States of America,United States of America,bat,United States of America,Sharjah Cricket Stadium
2019/20,12/8/2019,United Arab Emirates,United States of America,United Arab Emirates,bat,United States of America,Sharjah Cricket Stadium
2019/20,11/11/2019,Afghanistan,West Indies,West Indies,field,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium
2019/20,11/9/2019,Afghanistan,West Indies,Afghanistan,field,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium
2019/20,11/6/2019,Afghanistan,West Indies,West Indies,field,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium
2019/20,10/2/2019,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,National Stadium
2019/20,9/30/2019,Pakistan,Sri Lanka,Pakistan,bat,Pakistan,National Stadium
2019,9/23/2019,Namibia,Papua New Guinea,Namibia,bat,Namibia,Central Broward Regional Park Stadium Turf Ground
2019,9/22/2019,Namibia,Papua New Guinea,Papua New Guinea,bat,Namibia,Central Broward Regional Park Stadium Turf Ground
2019,9/19/2019,United States of America,Papua New Guinea,United States of America,bat,United States of America,Central Broward Regional Park Stadium Turf Ground
2019,9/17/2019,United States of America,Namibia,Namibia,bat,United States of America,Central Broward Regional Park Stadium Turf Ground
2019,9/13/2019,United States of America,Papua New Guinea,United States of America,bat,United States of America,Central Broward Regional Park Stadium Turf Ground
2019,8/21/2019,Oman,Papua New Guinea,Oman,field,Oman,Mannofield Park
2019,8/20/2019,Scotland,Papua New Guinea,Papua New Guinea,field,Scotland,Mannofield Park
2019,8/18/2019,Scotland,Oman,Oman,field,Scotland,Mannofield Park
2019,8/17/2019,Scotland,Papua New Guinea,Scotland,field,Scotland,Mannofield Park
2019,8/15/2019,Scotland,Oman,Scotland,bat,Oman,Mannofield Park
